Ids,Sentiment,Sarcasm,Vulgar,Abuse,Target
Hindi_image_613.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_2004.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_89.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_671.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_1634.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_109.jpg,Neutral,Non-Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_2093.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_61.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_1662.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_886.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_1877.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_135.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_95.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_1929.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_6.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_1689.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_1683.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_16.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_2175.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_317.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_153.jpg,Positive,Non-Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_708.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_2232.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_176.jpg,Positive,Non-Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_1915.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_1746.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_38.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_2270.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_2274.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_1648.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_1480.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_318.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_111.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_326.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_1266.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_665.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_1168.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_80.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_1901.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_83.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_70.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_1247.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_1181.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_2200.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_126.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_346.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_1214.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_1487.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_144.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_106.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_503.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_174.jpg,Neutral,Non-Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_2098.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_85.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_139.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_154.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_1845.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_86.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_728.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_652.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_2213.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_97.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_1620.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_40.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_1649.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_13.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_348.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
Hindi_image_178.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender
Hindi_image_2242.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1204.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1327.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1554.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1304.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1242.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_766.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1125.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1037.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_792.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_2035.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1580.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1212.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_637.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1888.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1368.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_340.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_241.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1228.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_744.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1406.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1672.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1317.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1239.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1592.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1245.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1517.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_905.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1518.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_819.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1274.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_782.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_116.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1296.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1341.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1059.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1195.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1481.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1150.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1436.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1288.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1596.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_583.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1094.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1897.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1136.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_235.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1969.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_767.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_768.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_954.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2202.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_208.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1684.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1127.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1260.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_301.jpg,Neutral,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_2066.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1516.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_237.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1972.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1073.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1474.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1374.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_2166.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_515.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1072.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1538.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1240.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_779.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1095.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1071.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_721.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_206.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1413.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1485.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1496.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1034.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1092.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1391.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1154.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_399.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_2070.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1477.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1243.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_353.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1382.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1965.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_855.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_804.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_548.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1241.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1848.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1482.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1100.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1190.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2258.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1428.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_996.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1198.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1281.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1651.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_748.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_2009.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1557.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1433.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_105.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1106.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1952.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2056.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1401.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_858.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1169.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1227.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1390.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1367.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_312.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1223.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1828.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1405.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_2236.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1798.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1326.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1510.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_793.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_851.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1254.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1567.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_2034.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1283.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1802.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_897.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_801.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1493.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1001.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1329.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1445.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1806.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_718.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1358.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1473.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_760.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_978.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1196.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_627.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1606.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1494.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1949.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1608.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1331.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_184.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1467.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1743.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1019.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1497.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_831.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2237.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_986.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_818.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1333.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_887.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1454.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_827.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2089.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_740.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_992.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1185.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_676.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1307.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_2204.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1000.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1707.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1407.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_739.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_258.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_964.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_238.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2164.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1744.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_483.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1294.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1121.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1328.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1093.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1531.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1316.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_659.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_2133.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1030.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1293.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1603.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1507.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2052.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1512.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1365.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1522.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_289.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1402.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2063.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1186.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1889.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_327.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2198.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2189.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2398.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_658.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_794.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_821.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_604.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_895.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_284.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_240.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_803.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_136.jpg,Positive,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_2228.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_764.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1139.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1280.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_723.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1289.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1273.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2042.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1209.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1151.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1614.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1458.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_321.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2246.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_209.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1116.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1472.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_796.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1170.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1650.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1578.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1085.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1605.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1417.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1645.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_352.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1313.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_428.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_787.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1425.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1579.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1172.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1513.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1740.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
